date,reporting_organization,implementing_partners,state,admin1_pcode,township,admin3_pcode,location,location_type,admin5_pcode,activity,delivery_modality,beneficiary_type,unique_beneficiaries,beneficiaries
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,aung pa,ward_towwn,198443,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,62
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,kant kaw myaing (natala),ward_towwn,220754,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,6
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,baw li (ku lar),ward_towwn,198427,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,28
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,zay di taung (rakhine),ward_towwn,198424,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,27
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,ah nauk,ward_towwn,198295,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,22
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,ah shey,ward_towwn,198294,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,4
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,pan taw pyin ywar thit,ward_towwn,197994,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,4
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,ywar gyi (middle),ward_towwn,197996,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,14
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,kyein chaung,ward_towwn,151113,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,52
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,alel ywar,ward_towwn,220621,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,12
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,gaung nyar,ward_towwn,197934,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,31
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,gone nar,ward_towwn,198435,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,41
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,kan be,ward_towwn,197935,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,26
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,kan paing nar,ward_towwn,197937,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,33
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,north village,ward_towwn,NA,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,60
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,pan htein,ward_towwn,197942,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,8
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,shwe zar (west),ward_towwn,197940,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,13
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,shwe zar kat pa kaung,ward_towwn,197933,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,61
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,zay di pyin,ward_towwn,165431,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,62
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,ka nyin tan ward,ward_towwn,NA,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,32
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,gone nar,ward_towwn,198435,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,9
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,north village,ward_towwn,NA,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,4
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,pan htein,ward_towwn,197942,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,7
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,shwe zar kat pa kaung,ward_towwn,197933,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,8
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,zay di pyin,ward_towwn,165431,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,19
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,aung pa,ward_towwn,198443,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,431
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,hpa yar pyin,ward_towwn,198442,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,5
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,kant kaw myaing (natala),ward_towwn,220754,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,9
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,baw li (ku lar),ward_towwn,198427,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,56
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,zay di taung (rakhine),ward_towwn,198424,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,67
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,ah nauk,ward_towwn,198295,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,46
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,ah shey,ward_towwn,198294,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,60
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,pan taw pyin ywar thit,ward_towwn,197994,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,24
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,ywar gyi (middle),ward_towwn,197996,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,54
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,aung pa,ward_towwn,198443,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,1123
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,hpa yar pyin,ward_towwn,198442,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,22
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,kant kaw myaing (natala),ward_towwn,220754,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,99
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,baw li (ku lar),ward_towwn,198427,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,360
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,zay di taung (ku lar),ward_towwn,198425,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,94
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,zay di taung (rakhine),ward_towwn,198424,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,358
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,ah nauk,ward_towwn,198295,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,383
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,ah shey,ward_towwn,198294,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,202
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,pan taw pyin ywar thit,ward_towwn,197994,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,75
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,ywar gyi (middle),ward_towwn,197996,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,314
2021-11-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Sittwe,MMR012001,kywi te paik seik gyi,ward_towwn,196164,Provide monthly food baskets,In-kind,Host/local Community,Yes,137
2021-11-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Sittwe,MMR012001,kywi te paik seik shey,ward_towwn,196165,Provide monthly food baskets,In-kind,Host/local Community,Yes,154
2021-11-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Sittwe,MMR012001,ohn taw gyi,ward_towwn,196156,Provide monthly food baskets,In-kind,Host/local Community,Yes,829
2021-12-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Sittwe,MMR012001,kywi te paik seik gyi,ward_towwn,196164,Provide monthly food baskets,In-kind,Host/local Community,No (beneficiary is also receiving other assistant),137
2021-12-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Sittwe,MMR012001,kywi te paik seik shey,ward_towwn,196165,Provide monthly food baskets,In-kind,Host/local Community,No (beneficiary is also receiving other assistant),154
2021-12-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Sittwe,MMR012001,ohn taw gyi,ward_towwn,196156,Provide monthly food baskets,In-kind,Host/local Community,No (beneficiary is also receiving other assistant),829
2021-06-01,ACTED,ACTED,Rakhine,MMR012,Sittwe,MMR012001,thin ga net,ward_towwn,198213,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,67
2021-06-01,ACTED,ACTED,Rakhine,MMR012,Sittwe,MMR012001,thar yar kone ka man,ward_towwn,196196,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,64
2021-06-01,ACTED,ACTED,Rakhine,MMR012,Sittwe,MMR012001,koe saung,ward_towwn,196195,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,157
2021-06-01,ACTED,ACTED,Rakhine,MMR012,Sittwe,MMR012001,hla may shwe,ward_towwn,196197,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,153
2021-06-01,ACTED,ACTED,Rakhine,MMR012,Pauktaw,MMR012007,ma nyin kaing,ward_towwn,197507,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,64
2021-06-01,ACTED,ACTED,Rakhine,MMR012,Pauktaw,MMR012007,ma nyin kaing,ward_towwn,197507,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,67
2021-06-01,ACTED,ACTED,Rakhine,MMR012,Sittwe,MMR012001,kha tin paik,ward_towwn,196160,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,157
2021-06-01,ACTED,ACTED,Rakhine,MMR012,Sittwe,MMR012001,kha tin paik,ward_towwn,196160,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,153
2021-06-01,ACTED,ACTED,Rakhine,MMR012,Sittwe,MMR012001,NA,NA,NA,Provide technical training,Service delivery/support,Host/local Community,Yes,12
2021-06-01,ACTED,ACTED,Rakhine,MMR012,Sittwe,MMR012001,NA,NA,NA,Provide technical training,Service delivery/support,Host/local Community,Yes,4
2021-06-01,ACTED,ACTED,Rakhine,MMR012,Sittwe,MMR012001,thin ga net,ward_towwn,198213,Provide technical training,Service delivery/support,Host/local Community,No (beneficiary is also receiving other assistant),67
2021-06-01,ACTED,ACTED,Rakhine,MMR012,Sittwe,MMR012001,thar yar kone ka man,ward_towwn,196196,Provide technical training,Service delivery/support,Host/local Community,No (beneficiary is also receiving other assistant),64
2021-06-01,ACTED,ACTED,Rakhine,MMR012,Sittwe,MMR012001,koe saung,ward_towwn,196195,Provide technical training,Service delivery/support,Host/local Community,No (beneficiary is also receiving other assistant),157
2021-06-01,ACTED,ACTED,Rakhine,MMR012,Sittwe,MMR012001,hla may shwe,ward_towwn,196197,Provide technical training,Service delivery/support,Host/local Community,No (beneficiary is also receiving other assistant),153
2021-06-01,ACTED,ACTED,Rakhine,MMR012,Pauktaw,MMR012007,ma nyin kaing,ward_towwn,197507,Provide technical training,Service delivery/support,Host/local Community,No (beneficiary is also receiving other assistant),64
2021-06-01,ACTED,ACTED,Rakhine,MMR012,Pauktaw,MMR012007,ma nyin kaing,ward_towwn,197507,Provide technical training,Service delivery/support,Host/local Community,No (beneficiary is also receiving other assistant),67
2021-06-01,ACTED,ACTED,Rakhine,MMR012,Sittwe,MMR012001,kha tin paik,ward_towwn,196160,Provide technical training,Service delivery/support,Host/local Community,No (beneficiary is also receiving other assistant),157
2021-06-01,ACTED,ACTED,Rakhine,MMR012,Sittwe,MMR012001,kha tin paik,ward_towwn,196160,Provide technical training,Service delivery/support,Host/local Community,No (beneficiary is also receiving other assistant),153
2021-10-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,ah lel chaung,ward_towwn,157929,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),2897
2021-10-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,ah twin hnget thay,ward_towwn,198349,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),8283
2021-10-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,dar paing sa yar,ward_towwn,198223,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),2620
2021-10-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,hpa yar pyin thein tan,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),4024
2021-10-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,hpon nyo leik,ward_towwn,198370,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),8148
2021-10-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,inn chaung,ward_towwn,191907,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),599
2021-10-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,ka kyet bet,ward_towwn,198331,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),3466
2021-10-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,ka kyet bet kan pyin,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),5346
2021-10-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,ka nyin chaung,ward_towwn,153452,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),372
2021-10-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,kin chaung,ward_towwn,152914,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),469
2021-10-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,kin taung (a) kyar nyo pyin,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),5071
2021-10-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,kun taing (a) zee pin taung,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),6430
2021-10-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,kyauk hpyu taung,ward_towwn,221838,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),785
